3015,亞瑟 -劍術之城-,229540
3016,第二型羅恩法爾,207460
3017,佩格帕烏拉,229540
3018,亞瑟 -魔法之派-,223560
3019,加拉哈德,234600
3020,亞瑟 -魔法之派-,245640
3021,亞瑟 -魔法之派-,223560
3022,加拉哈德,234600
3023,亞瑟 -魔法之派-,245640
3024,梅利甘斯兵,234600
3025,亞瑟 -劍術之城-,245640
3026,蘭斯洛特,267260
3027,蘭斯洛特,267260
3028,亞瑟 -劍術之城-,351072
3029,亞瑟 -技巧之場-,267260
3030,莫德雷德兵,286120
3031,莫德雷德兵,288420
3032,莫德雷德兵,286120
3033,莫德雷德兵,288420
3034,莫德雷德兵,286120
3035,莫德雷德兵,288420
3036,莫德雷德兵,310040
3037,1等級龍,312340
3038,莫德雷德兵,310040
3039,1等級龍,312340
3040,莫德雷德兵,310040
3041,1等級龍,312340
3042,莫德雷德,320160
3043,莫德雷德,326600
3044,莫德雷德,333040
3045,莫德雷德最終形態1,188784
3046,莫德雷德最終形態1,188784
3047,莫德雷德最終形態2,188784
3048,莫德雷德最終形態1,188784
3049,莫德雷德最終形態2,188784
3050,芙卡,381984
3051,雪麗柯特,384744
3052,芙卡,381984
3053,雪麗柯特,384744
3054,芙卡,381984
3055,雪麗柯特,384744
3056,摩根,407376
3057,摩根·露·菲,9999999
3058,摩根·露·菲,412896
3059,摩根,407376
3060,摩根·露·菲,9999999
3061,摩根·露·菲,412896
3062,摩根,407376
3063,摩根·露·菲,9999999
3064,摩根·露·菲,412896
3065,莫德雷德最終形態1,188784
3066,利安斯兵,386400
3067,利安斯兵,392840
3068,利安斯兵,9999999
3069,利安斯兵,9999999
10000,機械巨人,15456
10001,支援型依緹爾,13248
50001,塔爾威斯提格,12622
50002,覺醒塔爾威斯提格,16008
50003,可羅妮‧改,12880
50004,覺醒可羅妮‧改,16284
50005,涅扣兒,15898
50006,覺醒涅扣兒,11868
50007,庫魯敏,17204
50008,覺醒庫魯敏,20203
50009,支援型瑟彤,13800
50010,覺醒瑟彤,15898
50011,伊蒂歐姆．改,16891
50012,覺醒伊蒂歐姆．改,22853
50013,春香,14720
50014,覺醒春香,16891
50015,家教理恩,20608
50016,歷史希羅,23846
50017,數理緹勒絲,17940
50018,希波可護士,22190
50019,教官凱蜜,25760
50020,雅熙主任,27269
50021,林校長,31280
50022,御坂美琴,28704
50023,超電磁砲御坂美琴,34408
50024,鳴護艾麗莎,24656
50025,覺醒艾麗莎,32384
50026,御坂美琴,26570
50027,超電磁砲御坂美琴,32071
50028,鳴護艾麗莎,21197
50029,覺醒艾麗莎,28336
50030,史提爾＝馬格努斯,14352
50031,神裂火織,18547
50032,覺醒史提爾＝馬格努斯,19136
50033,覺醒神裂火織,22190
50034,雷蒂麗＝坦格洛德,21896
50035,禁書目錄 -起床時-,27269
50036,秋村,14720
50037,妖刀秋村,20866
50038,秋璃,12917
50039,魅影秋璃,16008
50040,逆迴十六夜 -備戰狀態-,230000
50041,蝶舞,13800
50042,鎖鍊蝶舞,17204
50043,格拉姆,11482
50044,斷劍格拉姆,14683
50045,莉薩菈‧雷斯托,14720
50046,死神莉薩菈,33120
50047,西園寺世界,13800
50048,裏世界,17204
50049,桂言葉,11482
50050,裏言葉,14683
50051,NICE BOAT,200000
50052,好船的真實,50000
50053,法佐琳,13800
50054,覺醒法佐琳,17204
50055,羅蕾萊,11482
50056,覺醒羅蕾萊,14683
50057,可蘿絲,14076
50058,可蘿絲第一型態,15014
50059,可蘿絲第二型態,15180
50060,可蘿絲第三型態,15198
50061,可蘿絲最終型態,16744
50062,阿拉斯緹亞,14720
50063,覺醒阿拉斯緹亞,18529
50064,魯捏絲,13395
50065,覺醒魯捏絲,17830
50066,蒂瓦,14720
50067,覺醒蒂瓦,18529
50068,斯普璃姆,13395
50069,覺醒斯普璃姆,17830
50070,芳芳,141312
50071,覺醒芳芳,157798
50072,柳柳,108247
50073,覺醒柳柳,123850
50074,野生米琪特,115000
50075,覺醒喵琪特,115000
50076,米莎羅娜,79120
50077,覺醒．米莎蘿娜,55200
50078,閃耀．米莎蘿娜,46920
50079,近衛隊長艾莉娜,38640
50080,覺醒隊長艾莉娜,46846
50081,雷雲之將庫洛德,48429
50082,覺醒雷雲庫洛德,45080
50083,鋼鐵姫尤咪爾,33856
50084,武器商卡特蕾爾,42228
50085,逢魔女王奧朵菈,44620
50086,強化．逢魔女王奧朵菈,35346
50087,武蔵坊弁慶,20645
50088,覺醒武蔵坊弁慶,26496
50089,茗雅,19394
50090,覺醒茗雅,24840
50091,緹心,20019
50092,覺醒緹心,25834
50093,爆走梅林,20976
50094,瘋狂爆走梅林,33120
50095,受傷的凱爾皮,4600
50096,受傷被遺棄的凱爾皮,4416
50097,夜刀神十香,19320
50098,覺醒．夜刀神十香,19872
50099,四糸乃,17222
50100,覺醒．四糸乃,19210
50101,時崎狂三,14573
50102,覺醒．時崎狂三,15456
50103,夜刀神十香,19320
50104,覺醒．夜刀神十香,19872
50105,四糸乃,17222
50106,覺醒．四糸乃,19210
50107,時崎狂三,14573
50108,覺醒．時崎狂三,15456
50109,夜刀神十香,19320
50110,覺醒．夜刀神十香,19872
50111,秋村 -約會型態-,552000
50112,秋村 -覺醒型態-,552000
50113,約會型葛莉特,19320
50114,覺醒．葛莉特,21528
50115,第二型史琪妮,16891
50116,覺醒．史琪妮,20958
50117,秋村 -約會型態-,548320
50118,秋村 -覺醒型態-,548320
60001,凱爾皮,17664
60002,覺醒凱爾皮,12806
60003,藍帽子,16983
60004,覺醒藍帽子,15732
60005,希爾奇,20645
60006,覺醒希爾奇,16229
60007,塔爾威斯提格,26165
60008,覺醒塔爾威斯提格,18842
60009,凱爾皮,17664
60010,覺醒凱爾皮,12806
60011,藍帽子,16983
60012,覺醒藍帽子,15732
60013,希爾奇,20645
60014,覺醒希爾奇,16229
60015,塔爾威斯提格,26165
60016,覺醒塔爾威斯提格,18842
60017,凱爾皮,17664
60018,覺醒凱爾皮,12806
60019,藍帽子,16983
60020,覺醒藍帽子,15732
60021,希爾奇,20645
60022,覺醒希爾奇,16229
60023,塔爾威斯提格,26165
60024,覺醒塔爾威斯提格,18842
60025,凱爾皮,17664
60026,覺醒凱爾皮,12806
60027,藍帽子,16983
60028,覺醒藍帽子,15732
60029,希爾奇,20645
60030,覺醒希爾奇,16229
60031,塔爾威斯提格,26165
60032,覺醒塔爾威斯提格,18842
60033,凱爾皮,17664
60034,覺醒凱爾皮,12806
60035,藍帽子,16983
60036,覺醒藍帽子,15732
60037,希爾奇,20645
60038,覺醒希爾奇,16229
60039,塔爾威斯提格,26165
60040,覺醒塔爾威斯提格,18842
60041,凱爾皮,17664
60042,覺醒凱爾皮,12806
60043,藍帽子,16983
60044,覺醒藍帽子,15732
60045,希爾奇,20645
60046,覺醒希爾奇,16229
60047,塔爾威斯提格,26165
60048,覺醒塔爾威斯提格,18842
60049,凱爾皮,17664
60050,覺醒凱爾皮,12806
60051,藍帽子,16983
60052,覺醒藍帽子,15732
60053,希爾奇,20645
60054,覺醒希爾奇,16229
60055,塔爾威斯提格,26165
60056,覺醒塔爾威斯提格,18842
60057,凱爾皮,17664
60058,覺醒凱爾皮,12806
60059,藍帽子,16983
60060,覺醒藍帽子,15732
60061,希爾奇,20645
60062,覺醒希爾奇,16229
60063,塔爾威斯提格,26165
60064,覺醒塔爾威斯提格,18842
60065,凱爾皮,17664
60066,覺醒凱爾皮,12806
60067,藍帽子,16983
60068,覺醒藍帽子,15732
60069,希爾奇,20645
60070,覺醒希爾奇,16229
60071,塔爾威斯提格,26165
60072,覺醒塔爾威斯提格,18842
60073,凱爾皮,17664
60074,覺醒凱爾皮,12806
60075,藍帽子,16983
60076,覺醒藍帽子,15732
60077,希爾奇,20645
60078,覺醒希爾奇,16229
60079,塔爾威斯提格,26165
60080,覺醒塔爾威斯提格,18842
60081,凱爾皮,17664
60082,覺醒凱爾皮,12806
60083,藍帽子,16983
60084,覺醒藍帽子,15732
60085,希爾奇,20645
60086,覺醒希爾奇,16229
60087,塔爾威斯提格,26165
60088,覺醒塔爾威斯提格,18842
60089,凱爾皮,17664
60090,覺醒凱爾皮,12806
60091,藍帽子,16983
60092,覺醒藍帽子,15732
60093,希爾奇,20645
60094,覺醒希爾奇,16229
60095,塔爾威斯提格,26165
60096,覺醒塔爾威斯提格,18842
60097,凱爾皮,17664
60098,覺醒凱爾皮,12806
60099,藍帽子,16983
60100,覺醒藍帽子,15732
60101,希爾奇,20645
60102,覺醒希爾奇,16229
60103,塔爾威斯提格,26165
60104,覺醒塔爾威斯提格,18842
60105,凱爾皮,17664
60106,覺醒凱爾皮,12806
60107,藍帽子,16983
60108,覺醒藍帽子,15732
60109,希爾奇,20645
60110,覺醒希爾奇,16229
60111,塔爾威斯提格,26165
60112,覺醒塔爾威斯提格,18842
60113,凱爾皮,17664
60114,覺醒凱爾皮,12806
60115,藍帽子,16983
60116,覺醒藍帽子,15732
60117,希爾奇,20645
60118,覺醒希爾奇,16229
60119,塔爾威斯提格,26165
60120,覺醒塔爾威斯提格,18842
60121,茹瑟法,17664
60122,覺醒茹瑟法,12806
60123,修凱爾,16983
60124,覺醒修凱爾,15732
60125,比莉特,79120
60126,霰雨．比莉特,55200
60127,覺醒．比莉特,46920
60128,葛羅莉雅．鷹,26496
60129,戰鬥．葛羅莉雅．鷹,19430
81001,杉郎丸,4048
81002,鋼鐵杉郎丸,14168
81003,玉藻前,39744
81004,覺醒玉藻前,39744
81005,布萊瑪莉,12880
81006,覺醒布萊瑪莉,16744
81007,竹姫,39744
81008,覺醒竹姫,39744
81009,賽連,20608
81010,悠．賽連,27968
81011,帕爾加菲,28262
81012,覺醒帕爾加菲,36432
82001,帕琉姆,27600
82002,黑劍帕琉姆,27600
