60089,에니드,17222
60090,각성 에니드,26938
60091,멜로디,12586
60092,각성 멜로디,26662
60093,리오드,18253
60094,각성 리오드,46368
60095,산타마을의 샤비,216452
60096,실키,20203
60097,각성 실키,45080
60098,켈피,22374
60099,각성 켈피,47398
60100,진휘,12825
60101,각성 진휘,23846
60102,술위,13616
60103,각성 술위,24343
60104,세뱃돈보다 할배,17406
60105,사암각,15732
60106,각성 사암각,29201
60107,크라우 소러스,23883
60108,각성 크라우 소러스,34150
60109,핑크 루즈팩트,216452
60110,하와르,15732
60111,각성 하와르,29201
60112,탬버린,23883
60113,각성 탬버린,34150
60114,불렀어? 웃흥,6624
60115,어서와~,6624
60116,와시쟈!!,25300
60117,석탈해가 돌아왔다!,51520
60118,킨나,21712
60119,각성 킨나,33120
60120,포풀라,20240
60121,각성 포풀라,35751
60122,고백하는 그녀,11040
60123,거절당한 그녀,34224
60124,리오드,19578
60125,각성 리오드,28741
60126,스위티,19320
60127,각성 스위티,30820
60128,아서 -검술의 성-,20277
60129,각성 아서 -검술의 성-,29146
60130,아서 -기교의 장-,21638
60131,각성 아서 -기교의 장-,30820
60132,아서 -마법의 파-,22448
60133,각성 아서 -마법의 파-,29201
